Input,Output,Id
""" 

 :: so what does that mean?  """"legal niceties"""" are """"holding people down"""" and """"cannot be observed""""?  That sounds very much like their message *is* literal.  You think the pizza delivery guy who the animals in the song are going to rob (and probably kill) has """"more than $2 or $3 to his name""""?  This kind of crap is a poison.  Yeah.  Its not literal.  Its just hour upon hour of """"kill the cops"""" """"rob for what you deserve"""" """"take what you need"""".  And the rationalization is """"you've been opressed so whatever you do isnt your fault"""".  This crap isnt literal?  Well who is explaining that to the legions of impressionable young kids who hear this message and take it as a validation that there is no hope, no point in trying, no chance of succeeding?  What the hell happened to leaders who tried to UPLIFT young kids and ENCOURAGE them to rise above the bullshit?  Now its all """"kill"""" """"rob"""" """"steal"""" """"kill"""" """"burn"""" and then """"oh, thats not literal"""" while these assholes make millions.  Im not buying it... Sorry.  If any rationalizations about this crap is going to be done in the article, then lets open up a nice """"criticism"""" section.""",2,85c466355d6551a7
"==Help needed== 
 There have been difficulties stabilizing the template used to structure Wikipedia's coverage of Communism across articles.  If you have the time and inclination, your instructions and assistance will be quite helpful. Best regards,  |",2,91f473bd202663c2
""" 

 == True dat == 

 No userboxes for me either! I don't even employ the """"userboxes are retarded"""" userbox! —  """,2,d2ca36ae0cacd0f6
"::I am happy to compromise, but in perspective this is a relatively minor issue, my only qualm is that he's listed as notable when he shouldn't be, how can that be accommodated?  I have no qualms with him having his own vanity page that HS set up explicitly to make him feel good about Brady.  In fact I don't mind if there are several entries detailing his non-prolific career if that makes HS happy.  However on the basic point that he should be included, being the nobody that he is, it is hard to see why he should be included.  Unless there is an agenda to paint London Ontario in a pathetic light where nobody's qualify as notable people.  It is an insult to London.",2,26ae017a80df08dc
"::::::::::::::::Will do. Temporarily. Az I've said to Boghog once or thrice, though, if you are frustrated, then maybe you should just say that there iz no deadline, and trust that other people will take care of my fuck-ups.",2,e3252ba93c4d2fe9
alex is a homo,2,8bd2b5aa05b68f25
"BTW I think 0waldo is referring to Wikipedia:Sockpuppet in his above comment. You clearly are not Jesse's sockpuppet, IMO,",2,5db224673642f38a
::It's all nonsense fringe conspiracy theory stuff that has no place in a serious article.,2,91e12a541d9dc616
"== Combat Vehicle Reconnaissance (Tracked) == 

 Please stop your disruptive editing at Combat Vehicle Reconnaissance (Tracked).",2,4a02586725785027
""" 

 ::::Hebel, I wrote to you this, since if all land is included (if you don't eplicit formally) it means legally, but it if would be done legally, than the second part would be contradicted that no laws were changed, etc., although for a legal incorporation of Hungary the Regnum Independens had to be abolished! 

 ::::What you proposed it is already included in my proposal, watch: 

 ::::""""In 1804 the Austrian Empire was created. This Empire came to comprise all Habsburg lands ruled by Francis II, Holy Roman Emperor. Emperor Franz assumed the title of Emperor of Austria for all the Erblande of the dynasty and for the other Lands, including Hungary. Thus Hungary formally became part of the Empire of Austria.[LASZLO SOURCE] After the cessation of the Holy Roman Empire (Kingdom of Hungary was not part of it) the new title of the Habsburg rulers (Emperor of Austria) did not in any sense affect the laws and the constitution of Hungary according to the Hungarian Diet and the proclamation of Francis I in a rescript[ZACHAR SOURCE] Hungary was regnum independens, a separate Land as Article X of 1790 stipulated. The Imperial matters - foreign policy, defense and state finance - were handled by the monarch as reservata exercised him as the King of Hungary.[LASZLO SOURCE]"""" 

 ::::Hebel I am """"living in a world"""" where I met to many inaccuaricies, and turning out de jure things not just the articles releated to Hungary. I do no suggest you have a necessary bad aim, but I can also imagine you really believe it is fair as you are trying to interpret the case. Decide if the version showed now and highlighted what you told now you agree or not! Thanks(  )""",2,a0ee91d0e4bb5893
"== GA review == 

 Hi, you began a review for Rape during the Rwandan Genocide, was wondering of you were going to come back to it?",2,7e7f3a6106e9e8ae
": A 
 # Law of Yougoslawia / RS Serbia = Serbia + SAP Kosovo + SAP Vojvodian; RS of Serbia flag; (1992) 
 # Law of UN          / Serbia (Serbia + SAP Vojvodiana)under serbian flag - Kosovo UN flag (up 1999) 
 # Law of Milosevic Serbia     / Serbia with subdivision under serbian flag - (1992-1999) 
 # Serbian Goverment Propaganda/ Serbia + Provice Vojvodina + Province Kosovo i Metohija; Serbian flag (up 2000) 
 : A1 
 # SAP of Kosovo ist paralel a part of SFR of Yogoslavia and the pat of SR of Serbia. 
 # Kosovo is a Provinc in Balkan. 
 # Kosovo is a hard of Serbia and is not a Provice see: Serbiens districts 
 # Kosovo is administretit fro UN and is a Serbians Provinc 

 In wikipedia in this time is. 
 :B for Serbia 
 # Law of UN          / Serbia (Serbia + SAP Vojvodiana)under serbian flag - Kosovo UN flag (up 1999) 
 :B for Kosovo 
 ## Serbian Goverment Propaganda/ Serbia + Provice Vojvodina + Province Kosovo i Metohija; Serbian flag (up 2000)",2,f104f8b4ec5a987c
""" 
 :::::: Since when is a pejorative not an attack? It is being used to demean Domer, nothing else. HE is not using legal terms, violating the spirit of wikipedia misrepresenting policy or asserting that the technical interpretation of policy should override the underlying principles they expres, therefore it is solely being used in an attempt to demean and ignore the points raised by both Domer and Hackney.  """,2,47973503e28f8f85
"== Re: File:Al-raqqah-map.png missing description details == 

 I've added the relevant data. Please do check and let me know if there's anything else I should be doing? The file is only a modified version of files like File:Latakia-map.png and will be used in the same breath. Thanks for your note.",2,d50553d5c5c621fa
all of u guys are bitch ass holes n i dnt wanna tawk 2 u mutha fuckerz hoe ass niggaz,2,687ebff2434c0445
"Ayo Niqqa, I no u be sleepin wit my shawty bro. Niqqa, fuq u u litle ho ass bitch. U no bitch, u my main ho niqqa. Don u never fuck no bitches no more niqqa. Fo realz. 

  
 -R.J. Simmons",2,81a564cd21079837
"==Devil May Cry (series)== 
 Say what do we do with the paragraph listing the allusions to the Divine Comedy? I don't want to take it out but I can't seem to find any reference to it.",2,48b50afd2ae56299
"== Transnistria == 

 Alex, please do not make radical changes to the article without first discussing your plans on the discussion page. You may well have valid concerns and all of them can be taken into account and acted upon as proper for each case. However, do not simply go ahead and completely alter the facade of the article. Thank you.",2,bc071e4b06e8652e
DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES DEAD BABIES,2,bc15d1fd2b14e1b4
"You are so wrong. Did you even read the article you mentioned? Die already, fucking queer.",2,9a027b57e86d6ea0
"'BCE' and 'CE'== 

 Let's stop this stupid nonsense of 'BCE' and 'CE'.  The terms BC and AD are quite in order and amply adequate.  Interestingly enough, BCE can stand for Before the Christian Era and CE for [pertaining to] the Christian Era.  Another example where political correctness shoots itself in the foot.  I encourage all readers to edit out BCE and CE wherever they are found. 

 ==",2,e1f085877c34e605
:::Jeez. Talk about a distortion of words.,2,d0db702381406fc8
"August 2013 (UTC) 
 :Well, The Hollywood Reporter is saying that Marvel is in talks with Olsen.  19:15, 22",2,36facbace74cbbe0
":Hi, . Thanks for stopping by my Talk page. I was under the impression that Rebel Wilson controlled the YouTube channel also linked in EL, making the Twitter link superfluous.  But, looking at the YouTube channel and its 1 uploaded video from 2010, that link is probably better suited for removal. Thanks,",2,4c9dff065b73ae79
"I have reverted your edits to John W. Eggleston, since there are no independent sources to confirm what you write about the subject - and family - and nor to your claims of who you allegedly are. You may wish to read up on Wikipedia:Reliable sources.",2,e23ef04caf5c390e
""" 

 Re: excommunicationit's so hard to say because each faith has its own lines they consider to be """"the last straw"""".  What will get you excommunicated from one religion sometimes isn't a problem in another.   """,2,dbbd15194c0b2cd2
":::::I've just decided to leave it be. If you decide to tackle it, I'll follow your lead but I'm just dense when it comes to this stuff.",2,7de82b9fe5ebdce7
Stick it up your arse wikipedia,2,10f347000f6d0029
""" 
 ::::Groan.  That edit history shur as shit looks a lot like sockpuppetry. Meatpuppet at best.  Sigh.  What to do?  I wonder if s/he has 2 accounts?  Or perhaps, two accounts?     """,2,877e237d1909e5d0
":Thanks for the heads up, I expanded the article.",2,4e390bf27f598aaa
""" 

 == WP:GOCE May 2014 backlog elimination drive barnstar == 

 {| style=""""border: 1px solid gray; background-color: #fdffe7;"""" 
 |rowspan=""""2"""" valign=""""middle"""" |  
 |rowspan=""""2"""" | 
 |style=""""font-size: x-large; padding: 0; vertical-align: middle; height: 1.1em;"""" | The Minor Barnstar 
 |- 
 |style=""""vertical-align: middle; border-top: 1px solid gray;"""" | Thanks for participating in the Guild of Copy Editors' May 2014 backlog elimination drive!  We hope to see you again in July. —   
 |}""",2,ad80730aecda49a2
""" 

 : """"Try not judging the past with modern sensibilities."""" 
 : Dude, """"Nigger love a watermelon, ha-ha ha-ha"""" was racist by the standards of the time, let alone now.  Go and listen to it.  Of course, judging by your use of quotes to suggest disagreement, you apparently don't even think that the coon stereotype itself was racist, so I'm not sure you'll get it.""",2,c47e3636996e5974
":jesus its a joke, every one else is laughing.   •",2,e44c523a5e548d69
"== Follow-up on WP:Verifiability == 

 Hi. I see from your edit history that you've just been on Wikipedia for a couple weeks. Just to follow-up on the punk rock matter: basically, the more established an article is, the more you need to be prepared to verify your information and cite good sources for things you're interested in adding (the existence of a record itself is not generally considered a good source, unless it's got detailed liner notes that can be cited).  

 For new articles or ones still at any early stage of development, the practice is a little looser, and any information that steers the article in the right direction tends to be seen as helpful. The punk rock article happens to be one of the most established articles on Wikipediathat little star on the top upper right of the article tells you it's a Featured Article, one of our best. (You can look at the whole list of Featured Articles hereWP:FAto get a sense of how they look and specifically the kind of citations they have.) Anything you add to a Featured Article or what's been designated a Good Article (just a tier below) will generally have to pass a pretty high standard of verifiability. I hope this help clears up what happened in this case (the existing sentence's focus on 1977 is also significant, of course). I hope you enjoy editing here. All the best, Dan.—",2,822acbbe97e203a1
"Coheed and Cambria 
 There has been repeated and detailed discussion of the genre best fitting Coheed and Cambria. Only the band themselves and diehard fans believe them to be progressive rock without any modifiers whatsoever. However, nearly every major musical publication and critical entity regards them as pop-prog, emo-prog, or just emo. You need to step up and apply some editorial clarity to this issue and stop letting fans push POV. I'm going to keep reverting to the revision that best fits the citations and journalistic classification until you get off your ass. 

 Thanks!",2,6bd2f871fa1c715b
"==Sucks?== 
 Can we talk about how much Fitchburg sucks?  Like when the blackouts of '08 occurred and they all almost killed each other?",2,a3ed9d4ad18e6c46
"WIKIPEDIA ARE GAY HOMOSEXRALS!!!! 

 ps tabithas hairy",2,6b59c3313b0ced1d
"""  
 the name tenali raman or tenali rama which is well known globally.not what mentioned now.is it so?.Namaskaram.Thank you.""",2,b290018986a4bd73
"== More disruptive editing == 

 Recent removal of sourced content, and the sourcing, by a new redlink editor have been reverted. Please read Wikipedia:Verifiability, and refer to all of this Talk Page's content referring to disruptive editing.",2,d0c80fc480191255
""" 
 :It would be rather helpful if the person who placed the template upon the article could elaborate their claims.  I believe we could get to the bottom of the problem that way.  I'm not sure if removing the good reviews would help much, however I suppose we could look for criticisms more often.  I'm not entirely sure how to improve it either.  """,2,ee783b05dbee55ac
"This page appears to have been written by a right-wing propagandist. The KKE is presented as nothing more than a band of thugs without any other intent that to destroy Greece.  
 This is typical right-wing slanderous propaganda. The people who wrote this article are the same (ideologically at least) as those who truly betrayed Greece and not only did not fight the fascist invaders but also joined them in the plight and rape of Greece – Nazi Collaborationists attempting to rewrite history via wikipedia. 

 These people sided with the Nazis (when they figured it suited there selfish and murderous interests best) and later, after the liberation of Greece, (to which the sacrifice of the lives of thousands of KKE members, partisans and sympathisers greatly contributed), they joined the new invaders, UK + USA, and formed another dictatorship to oppress the Greek people, and murder communists by the thousands. A regime which according to this pathetic article was legitimate (a legitimate fascist regime -)). 

 Ironically, if it wasn’t for the efforts and sacrifices of the KKE (and others), there might not even exist bourgeois democracy in Greece today. 

 The article needs serious revision for it to become something more than just bad quality propaganda.JustMe",2,c7d0d99508930f48
""" 

 ==Image copyright problem with Image:Digital passion interactive.jpg== 

  
 Thank you for uploading Image:Digital passion interactive.jpg. However, it currently is missing information on its copyright status. Wikipedia takes copyright very seriously. It may be deleted soon, unless we can determine the license and the source of the image. If you know this information, then you can add a copyright tag to the image description page. 

 If you have any questions, please feel free to ask them at the media copyright questions page. Thanks again for your cooperation.   """,2,9886269b11944233
"== happiness, it can also bring much pain.  Yet it is through pain that we learn the most. == 

 why are you so gay ??",2,87c0e0de27a6f5b4
"(E.G.: Wannabe rockstar,MaxForce,SimonP,Atrian)",2,a7b36f66a1f3cbd6
""" 
 ==Char siu== 
 As far as I know it's never known as Chinese barbecued pork.  —   

 == Guzheng == 

 Nice to hear from you.  Are you into traditional music too?    

 Thanks, I like itI've just registered for that forum.    

 The Zou website does have some good zheng information, but I just wish the spammer would be more honest about it and not keep putting the site up top, and titling it with that fake title when it's actually Zou's personal website.    

 ==Vitasoy== 
 Please tell me where the violation is, but not just ambiguously write down the url. Don't tell me you can find out the scandals as well in the offical website.    

 The user above has restored the content of this, but he has removed the copyright violation tag that you added. Why do you believe the article is copyright violation and why did you list it at Wikipedia:Copyright problems?    

 == More on dizi == 

 Check out spelling of article title Ar Jiao and Di mo  should these also be standardized?    
 
 == no heading == 
 hi LDHan, please read the discussion page on simplified chinese. Thanks!  

  

 == Chinese naming conventions == 

 I just made a new proposal on NPOV treatment of the different Chinese languages/dialects on the Chinese naming conventions. Please take a look and comment if you will. Thanks.  

 == British people who get Chinese citizenship == 
 I thought I had one in my hand, but now I cannot find him.  Oh well.  Anyway, if WP is going to be around for while, I am sure some British will become Chinese citizens even if they never give up their British passport.  No reason why they should not and nothing stops them from doing so if they want.  What will we name them then?  Thanks   

 == Jiaozi == 

 I think it's okay if you removed the irrelevant Cantonese romanizations from this page.  Thanks     

 == Moving Standard Mandarin == 

 I've started a thread to try to build proper consensus about whether to move Standard Mandarin to a more intuitive and perhaps neutral title or not. I've left this message at your talkpage because you've participated in previous discussions about a possible title change. Please feel free to contribute with your thoughts and arguments at Talk:Standard Mandarin#The move. 

    

 == Dizi == 

 Wow, you know a lot about dizi players!  I had a Chinese music teacher who played the dizi who was from Wuxi.  He said he'd studied (maybe at the Shanghai Conservatory?) with a very famous dizi player, the man who had invented the koudi.  Is he one of the three you mention or should he be added?    

 OK, here's his name: Yu Xunfa.  He invented the koudi in 1971.  Do you want to add him?    

 I think Yu's a big name.  Regarding the list of guzheng players, you're right, it's very long (as is the player list in the erhu article).  Maybe the list could go to its own page, and the """"prominent players"""" section mention just the most prominent (as well as a few foreigners who are doing interesting things with the instrument).    

 == Jinghu == 

 Funny about the jinghu guy, just last week I was at Harvard and had a chat with this guy.  He plays in a very strange way!  Lots of choppy phrases in odd rhythms and I didn't recognize any of the melodies as coming from jingxi.    

 == Guzheng techniques == 

 Hi, I think the cascading """"waterfall"""" sound is a prominent element of guzheng technique (and one that Western audiences particularly like, even though it's",2,6016e2a4a2f01e86
:Might wanna keep an eye on  as well... Stubborn little idjit...,2,21a50c6d1494f93a
""" 

 Please refrain from adding nonsense to Wikipedia, as you did to Pluto. It is considered vandalism. If you would like to experiment, use the sandbox.    """,2,eaa8016d609da15e
""" 
 : Thanks for notification.  """,2,1acf75d5329fdaa1
". Anyway, I will try and stay away from the city links in that category of articles",2,73f458ffe8296241
""" 

 ==Are we sure that's a """"King John penny""""?== 
 The image currently claiming to be a """"King John penny"""" prominently displays the text """"REX HENRICUS"""", rather suggesting that it isn't.   """,2,4bae12365ffea1b1
"I wouldn't care, except I had 40+ people tell me that articles should be regionally biased.",2,c4448f14451a2669
"== Trouted == 

  
 You have been trouted for: being a total loser who has no respect for true history.",2,9a999927d68fcc8c
"== Imbecile == 

 Hey moron, instead of assuming I put false info, LOOK AT THE FREAKIN SOURCE I GAVE INSTEAD OF ASSUMING I PUT FALSE INFO! Why is it when I put a source, people just delete what I put without looking at the freakin source. Use your head.",2,258ef86043e0ec24
"== ?????????// == 

 why you delete my comment meng",2,978d7c93e2991132
"==Adding Link to External Link Section== 
 Hello Editors, Is there a way that i can give liveinstyle website as a link in External Links Section. It is a official marketing website of United Spirits Limited.i had included this link earlier. but someone removed it as promotional link. brand wants this link to be included. so please can anyone help me with this.",2,62677246ccaee5d3
", 4 September 2008 (UTC) 
 :::::::The length is appropriate, this is a SUMMARY, the reader HAS the ability to make a single click to a highly visible link, where they get the whole article on political positions.   06:31",2,2e6b8597ce95b0f6
""" 
 :::Does it even matter whether you think Blood is a franchise article or not? It holds more common ground than Sailor Moon article. The structure of both Sailor Moon and Blood: The Last Vampire are strikingly similar with little to no difference, the only difference being is one labeled a """"franchise"""" and the other isnt. Oh and also Blood has alternate tellings with their own multiple media (which is why its compared to GITS over sailor moon) covered in their own article.So hypothetically if Sailor Moon gained an alternate telling that meritted its own article. Lets call it: Sailor Moon X. Sailor Moon X hypothetically holds two novel spin offs and a manga adaptation. Does the Sailor Moon """"franchise"""" article create a novel section for the Sailor Moon X novels and compile the Sailor Moon X manga adaptation along with the Sailor Moon original manga? No, because Sailor Moon X already covers it and more directly related to it over Sailor Moon franchise. It shows lack of organization and unnecesary duplication.  

 :::Mentioning the lack of GAs and FAs of the wikiproject is irrelevant. I do not find this a """"stupid"""". It is key essential aspect of the article that would help it to even pass B-class. Theres nothing """"stupid"""" about it. Ironically this demeaning issue was brought up in the GA review back when you became interested inthe article. You ignored my complaints and continued. Despite that, my comments are spot on and if you find it demeaning that was not my intent. There are other articles in the GITS franchise. Why make things overly complicated by merging all media regardless if related or not? It just makes these articles more difficult to navigate. This article will never get cleaned up unless we allow this spin off media in its respected page.  """,2,a536f52803ea2514
"== subjective == 

  
 G-Unit is a gangsta rap group founded by 50 Cent. The group first garnered a following in the underground New York City scene by independently releasing several mixtapes. The group's founder, Queens-based rapper 50 Cent, officially brought the group mainstream success by establishing it as a division at Interscope Records. Since signing to the label, almost all of G-Unit's members have released solo albums. They are the most famous and by far the most impressive and best rap group around. 

  
 Isn't that too subjective to be put in the article?",2,f102aae83b846e5d
"Are you insane?  Just because you (and a group of like-minded apologists) spew forth propaganda, doesn't make it fact. 
           Obviously there is NO GROUP that EVERYONE on the planet would agree is a terrorist group.  Does that mean you do not  
           use the word terrorist?",2,7b63e46b35c8fe9b
""" 

 : Eric Clapton is unusual in that """"God"""" wasn't used as a nickname (roadies didn't greet him in the studio with """"Alright God, 'ere's your guitar"""") but it was an honorific from the famously well-known London graffito, """"Eric Clapton is God"""".   
 : Mercury I wouldn't know about, except possibly """"Squaddie's favourite"""". As always on Wikipedia though (see WP:OSE), the notability or not of one topic is simply irrelevant to another - we treat each individually. If you can source good references for either (and for a """"fluffy"""" topic like this, they'd better be good) then by all means add them.    

 == """"Hardest working (wo)man|band in showbiz"""" == 
 Seems like an omission, but who warrants it the most?   """,2,13ef363cd6ddc08e
""" 

  
 == Duplication of full text of article in this edit: http://en.wikipedia.org/w/index.php?title=Adiposis_dolorosa&oldid;=257384693 == 

 Something must have gone wrong with this bot in this edit http://en.wikipedia.org/w/index.php?title=Adiposis_dolorosa&oldid;=257384693  —Preceding unsigned comment added by     
 :Actually, it was done by .  See this edit.   """,2,302c66efafe5fe19
"== Mixed Up Map == 

 The map image used to demonstrate the lands of Germany and Australia are mixed up, making it appear that Australia is in Europe.",2,746d3f7b0c11be71
":: I think we have the correct photo of Lawson now, but can't be for sure  someone else uploaded it. To my eyes it doesn't bear that much of a resemblance to the confirmed Lawson photo used on the dust cover of his book, which also is of the same time period. I guess if the pic is still FUBAR someone will catch it, hopefully.",2,3723b7adb52962c2
":: It is not national pride, the facts are the facts, and 3 reliable third party sources have been presented.",2,0357d090626e4327
"::The term Anglosphere is clearly being used in this article as a thinly veiled far right buzzword as informed by Bennett's writings. Steps need to be made; in fact, the Bennett article itself may be NN.",2,5ed3d440409230b0
Thanks for the warm greeting jerk,2,3b9bbdaa099d059c
This guy BBB23 is over the top.  He had no good reason to block me and seems to garner pleasure from blocking people.  No life!,2,552214e019b802c2
"== Extremely odd error == 

 I've just fixed something very weird that you did when you were writing Aleurocanthus woglumi: you initially wrote it on top of Bonamia ostreae. 

 I have no idea how you managed to do this eight times over a period of eleven hours; I strongly suggest you be more careful in the future. 

 (That said - the articles are both good content; keep at it.)",2,6a0e01304a2e15ff
"|listas=Question Of The Heart, A",2,d1db12b6edc6b289
bitch who dont know shit about sesh,2,b7394b9feda71b08
"How about: 

 Canada is a country occupying most of northern North America. By total area, it is the largest country in North America and second-largest in the world... 

 Or something along those lines. —",2,c46e608befdf6d97
"Thanks for experimenting with Wikipedia. Your test worked, and has been reverted or removed. Please use the sandbox for any other tests you want to do. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia. Thank you!",2,646dc78a68d0dd75
"::I know, it really is a shame people disagree with you, jguk. Hey, maybe it's for a reason!  3 July 2005 18:58 (UTC)",2,bcb9014285186785
"In another sense, the GTR is in direct opposition to Mach's principle.  In Mach's universe, you cannot have a complete description of a body if you do not know the dynamics of everything else in the universe.  In contrast, the GTR is a gauge theory which deals with a strictly local field.  Fundamentally, it is hopeless to do physics with Mach's principle.  The GTR saves the science of physics because you can give a complete description from local observations.  In that sense the principle of relativity is a theory ABOUT physics rather than a theory OF physics.",2,6f0842299b2e45b9
REDIRECT Talk:John A. Williams,2,01e5be50345161c9
:Bec Hollcraft link used to be a WP red link but (IIRC) I changed it to her site. Brooks herself talks about Hollcraft under the 11/09/05 entry. •,2,8139fba766b43cd2
"Welcome! 

 Hello, , and welcome to Wikipedia! Thank you for your contributions. I hope you like the place and decide to stay. Here are some pages that you might find helpful: 
 *The five pillars of Wikipedia 
 *How to edit a page 
 *Help pages 
 *Tutorial 
 *How to write a great article 
 *Manual of Style 
 I hope you enjoy editing here and being a Wikipedian! Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. If you need help, check out Wikipedia:Questions, ask me on my talk page, or place {{helpme}} on your talk page and someone will show up shortly to answer your questions. Again, welcome! -",2,d44fc73d61c026e6
"==Cleanup== 

 This article needs to be cleaned up a bit and given some more details. I'll do what I can.",2,64c285685c3320db
"Fuck. Same thing happened to ya, here is a very nice positive tune as comfort .",2,8aa5c652a3f9cc6c
"can sultanate come back to existence if one orders charges against act of illegal revolution. 
 that is because they still have used the same constitution  over 45 years all they changed is just unnecessary changes ,instead of sultan comes president. its just last year since the kept policies of chief minister",2,33e41decf6a4364b
"== Barbed penises == 

 Ahahaha. Okay I'll sound weird, but I'm surprised there's no mention in this article about the barbed penises of the males. It seems like such a strange trait.",2,70169153bfe3a34e
""" 

 == Greece == 

 I am really baffled as to why did they choose to slander Papandreou like that? It really is a piece of slander if you know how fondly he speaks of Serbia and how he didn't speak in chosen words about Kosovo like Karamanlis or Bakoyannis did. Saying that Papandreou is pro Kosovo is almost like saying that if Behgjet Pacolli became the Swiss President he would have taken the anti Kosovo attitude or that Hillary Clinton was only hiding her pro Serbian stance when she talked about Kosova. I found a few statements by Papandreou about Kosovo like """"its unilateral recognition is a flagrant violation of international law and added that Greece's insistence on international law is a profoundly patriotic stance"""". Sounds much stronger than what Karamanlis and such have said. Bakoyannis probably said those few things only because she is the family friend of Vuk Jeremic, otherwise she would have stayed silent too. As for the article, we need to trim a few things now, if you think I cut too much bring it back.   """,2,54187e05ec29d435
"* This question could have been handled by Talk:Organosilver_chemistry, adding a tag like  would have been an option. I guess we will never know how to synthesise it as the content is now gone.",2,544a73ee9fb47d1d
""" 

 == BLP and discussion. == 

 Hi, I've been watching the debate on Sarah Palin and I thought I might figuratively take you aside. Your effort to maintain Sarah Palin to the standards of WP:Biographies of Living Persons is laudable, and I thank you for your efforts. However, the BLP policy is not meant as a replacement for the normal wiki process. WP:BLP is the """"nuclear option"""" of debates. Our primary use of BLP is to immediately remove egregious material. It is not meant as a guide during content disputes, disputes about how much weight is proper, what sources to use, what order do the paragraphs go in etc. Wikipedia thrives on the discovery of consensus through discussion of the merits of the content, editing the article, and achieving a compromise, not through citing policy. Happy editing!  """,2,abb3b6ef52fb60b8
""" 

 Here's a summary of the first 8 minutes (read more here):   
 Opening where the first Saw left off, we see Cary Elwes as Dr. Gordon dragging himself along the floor, his foot gone. He makes his way to a heating pipe and, mustering the courage, presses his amputated wound against the heat, cauterizing it. As he screams, we fade away.  !!!!!!    """,2,b09fc5957aeee36c
""" 
 :Well why get expend time and energy canvassing pages when I have an expert right here? That's my stand; are you in good hands? (but seriously meeeeeepppp...) """,2,d2e5e2293a910ece
""" 
 ::Done   ·  · email) """,2,5eead461ff020c8d
""" 

 == Raggio mezzano == 

 Hi, 
 I suspected something like that, but I wasn't sure. """"mezzano"""" is actually derived from """"mezzo"""", which means half, but it's a word used exclusively for pieces of forniture divided into two or more sections -)) I'm going to reinsert your data with a fixed translation. Cheers,  """,2,be13667939f1f829
Yes I_B_WRIGHT these Toddy1 sockpuppets are reverting everything and refactoring talk pages so much it makes the whole thing very difficult to follow.,2,fd4ca250236018ad
""" 
 == Your submission at Articles for creation == 
 Your nomination at Articles for Creation was declined, and Wikipedia talk:Articles for creation/Matt Blais was not created. Please view your submission to see the comments left by the reviewer, and please feel free to request article creation again once the issues have been addressed. Thank you for your contributions to Wikipedia!  """,2,a517ef830fbd79d7
"== Python sebae natalensis == 

 I don't have a problem with it, check with Jwinius, though, he was the original editor. -",2,ce3bcec39f16c22a
"""I suppose that technically speaking a photon-driven process could be accurately described as a chemical process, but it isn't the sort of thing that immediately comes to mind when I read the phrase """"chemical process."""" I generally think of a chemical process more or less as something characterized by an exchange of electrons without the involvement of other particles. I doubt that's a technically correct way to think about it, but even chemists frequently label chemical reactions involving photons as """"photochemical."""" I'm not entirely sure what you're getting with your second question, perhaps confirming the difficulty you've been having  are you trying to make a distinction between the solar energy resource and the tools employed to use it?   

 :""",2,b792d5baa4e7a2db
"== CRLA == 

 Hi there, and thanks for alerting me to the nomination of an article I began a while ago, California Rural Legal Assistance, for speedy deletion. However, I was unable to find it on the log for the day you notified me. Likewise, I did not see the article itself tagged for speedy deletion. And as of today, the article still exists. Finally, you allege that the article is a clear copyright violation. On whose copyright does it infringe? I am glad to work to avoid these issues, but I am usually pretty careful about that sort of thing. Any guidance you can offer as to what is violating copyright or what stage in the deletion process the article is currently would be appreciated. Thanks,",2,809bd886a35e0c9f
What's with all this DragonballZ crap??,2,a70d74e8fcc9a22f
"REDIRECT Talk:Stephen Smith (footballer, born 1986)",2,dec64b0cbbb07fdf
