Input,Output,Id
"The theory is not reasonable. In other word, you just tell me you do it like this but not why it’s reasonable.",The theoretical foundation could be strengthened by providing a clearer rationale for your approach.,GrpHofCjiuF
The results shown in tables are not strong enough.,The results presented in the tables could be further substantiated to demonstrate the effectiveness of your approach.,GrpHofCjiuF
"In my opinion, the approach taken in this work does not constitute a major methodological advancement; the VLB authors derive is a relatively straight-forward extension of VAE's lower bound.","While the approach taken in this work builds upon existing methodologies, further exploration could help clarify its potential as a significant methodological advancement beyond the current extension of VAE's lower bound.",rkl2hXp627
"Hence, such an example is meaningless.","Therefore, it would be beneficial to provide additional justification or context for this example to clarify its relevance and significance.",z93CzEQa0S4
The motivating example in Fig 1 is invalid because of both lack of details and the design itself.,The example in Figure 1 could be strengthened by providing more details and reconsidering the design to better support the argument.,z93CzEQa0S4
"If not, the comparison is unfair and pointless.","If not, the comparison may not be adequately balanced, and further clarification or adjustment might be necessary to ensure fairness.",z93CzEQa0S4
The theoretical result is not rigorous.,The theoretical result could benefit from additional rigor and a more detailed explanation to enhance its clarity and robustness.,z93CzEQa0S4
How can a theorem be informal? Would you please provide a clear answer?,Could you please clarify the informal aspects of the theorem to ensure a comprehensive understanding?,z93CzEQa0S4
The result of theorem 1 requires access to Q^*. How can this be true?,Could you elaborate on how the result of Theorem 1 is achievable given that it requires access to Q^*?,z93CzEQa0S4
"Second, it is hard to believe an algorithm that needs so many approximations can work well.",It may be challenging to understand how an algorithm requiring numerous approximations can perform effectively; could you provide further empirical evidence or theoretical justification?,z93CzEQa0S4
The algorithm should be very fragile.,There is a concern that the algorithm may be sensitive to parameter settings or variations in the data; additional robustness analysis could be helpful.,z93CzEQa0S4
The variance is too high to distinguish different algorithms.,The high variance observed in the results may make it difficult to distinguish between the performance of different algorithms; a more detailed analysis could be beneficial.,z93CzEQa0S4
"Overall, the idea is promising, but the empirical results are not strong enough to warrant a strong commendation.","Overall, the idea is promising, and with further empirical evidence, it could warrant a strong commendation.",BygFOVRG5E
I don't find it surprising that achieving generalization does not provide more privacy and showing that there is not connection between generalization and privacy does not seem difficult to do.,"While the paper suggests that achieving generalization does not necessarily enhance privacy, it would be beneficial to explore this relationship further to understand if there are scenarios where generalization could contribute to privacy.",uQE0juyC5gB
Then the experiments are flawed.,The experimental design could benefit from further clarification and potential improvements.,bV13DskJMfC
"First of all, this should not be called a CNV detector because it is in fact a breakpoint detector",The term 'CNV detector' might be misleading as the tool primarily identifies breakpoints.,bV13DskJMfC
The paper is very poorly written,The paper could benefit from improvements in clarity and detail,r1gjKT42Kr
Incomplete approach description: Quite a few components of the approach are not explained (or even discussed),"The approach description could be more comprehensive, including explanations of all components",r1gjKT42Kr
Poor experiments: Experiments are not well chosen to reflect the premise and claims of the paper,The experimental design could be more closely aligned with the paper's premise and claims,r1gjKT42Kr
The related work section is just a dump of citations without giving any context,The related work section would benefit from more context and analysis regarding how the proposed method relates to existing literature,r1gjKT42Kr
The background section is very minimal and lacks any details necessary,The background section could be expanded to include necessary details for better understanding,r1gjKT42Kr
All the figures in this paper could use a lot of improvement,The figures in the paper could be enhanced with more descriptive captions and informative legends,r1gjKT42Kr
The setup of making the ant's legs smaller or body heavier seems very artificial,"The experimental setup could be made more realistic, perhaps by considering more practical scenarios in navigation domains",r1gjKT42Kr
I doubt the scientific contribution of this paper is significant.,I would like to see further elaboration on the scientific contribution of this paper to better understand its significance.,SyYO2aIlG
"Given that the theoretical aspect of the paper are rather weak, I would at least expect a comparison to existing regularization methods.","It would be beneficial to strengthen the theoretical aspects of the paper, perhaps by including a comparison with existing regularization methods.",SyYO2aIlG
why can the ** dynamic ** token sparsification have throughput gain in Table1(batch size =32) because Different images have different tokens remain and may result in parallel problems during the inference phase.,"It would be helpful to clarify how dynamic token sparsification achieves throughput gains in Table 1, given that varying tokens across images could potentially lead to parallelization issues during inference.",UQSSKzD45jG
"Unfortunately, no analysis of explanation of this fact is presented.",It would be beneficial for the paper to include an analysis or explanation of this observation.,Sye52SE_FN
"Finally, the transfer learning results (as mentioned above), pose a significant problem with respect to the utility of the proposed algorithm.",The transfer learning results raise important questions regarding the utility of the proposed algorithm that merit further discussion.,Sye52SE_FN
"Unfortunately, this paper is not a good contribution at the moment, as the work, although potentially interesting, is somewhat incremental and poorly presented.","While the paper presents potentially interesting work, there is room for improvement in terms of presentation and novelty. Clarifying the incremental nature of the results and enhancing the presentation could strengthen the contribution.",ryePM53AFB
"Although I did not have time to check all the proofs, they should be treated with more care.","I recommend dedicating additional attention to the proofs to ensure clarity and rigor, which would enhance the paper's reliability.",ryePM53AFB
I strongly suggest the authors to ask a native English speaker to proofread the manuscript.,"I recommend that the authors consider having the manuscript proofread for language clarity, possibly by a colleague with proficiency in English.",1cb0a9IKEyE
"In addition, the combination is done in a careless manner.","Furthermore, the integration of the two methods appears to lack a detailed justification for their combination.",rybCT6Olf
This suggests that the paper fails to see the connection and blindly put the two things together.,This could indicate that the paper might not fully acknowledge the overlap between the two approaches and could benefit from a more thorough analysis of their integration.,rybCT6Olf
"Due to the shortage of results, the credibility of the paper is damaged.",The limited scope of the results may raise questions about the robustness of the paper's findings.,rybCT6Olf
I felt it is little hard to read this paper.,"I found some sections of the paper challenging to read, which could be improved for clarity.",H1g9GJoN37
It is somewhat an incremental contribution.,"While the contribution builds upon existing methods, its refinement of the sampling process based on point query frequency could be further emphasized to highlight its potential impact.",br9mnAMaZb
"In the end, the method of the paper tends to 'degrade' to designing a better sampling based on point query frequency, which is unfortunately considered as an incremental contribution.","Ultimately, the paper focuses on enhancing the sampling process using point query frequency, which is a valuable addition to the field, although it may be seen as a refinement rather than a fundamental change.",br9mnAMaZb
"Therefore, the reviewer tends to give a borderline rejection given its current version as the work seems to be still an on-going work that remains to explore the training with BCD.","Therefore, the reviewer is inclined to consider a conditional acceptance, provided that future work includes exploration of training with BCD, as the current version suggests that this is an area with room for further development.",br9mnAMaZb
"Due to missing information, it is, however, hard to interpret the results besides the obvious gain in motion estimation and prediction accuracy.","To fully interpret the results, it would be beneficial if the manuscript included additional information such as temporal resolution, image resolution, motion span, and velocity range of the trajectory.",8CY4JCWtr
We think that the paper is not of enough quality to be accepted in ICLR.,We believe that the paper could benefit from further development to meet the high standards of ICLR.,HJx9csHQ5H
Experiments are poor and not convincing.,The experiments could be strengthened and made more compelling with additional comparisons and clarifications.,HJx9csHQ5H
"It is pretty pretentious to say that ""this is the first work that introduces a spectral method for learning ultra-sparse (tree-like) graphs from data"", while not comparing to the state of the art.",The claim that this is the first work to introduce a spectral method for learning ultra-sparse graphs would be more credible with a comprehensive comparison to existing state-of-the-art methods.,HJx9csHQ5H
"It is not clear how the authors get such results; It looks like something is wrong in experiments, or they are cherrypicking.",The results would be more transparent if the authors could provide a detailed explanation of their experimental methodology to ensure there is no inadvertent bias.,HJx9csHQ5H
So the only contribution is to put the various pieces together to implement MNIST training and benchmarking the time taken with some previous publications.,"While the paper's primary contribution appears to be the integration of existing components to implement MNIST training and benchmarking against previous publications, it would be beneficial to highlight any novel aspects of this integration or discuss potential optimizations.",MeEBu3Tt4zT
the lack of any pretense of originality makes the paper unsuitable for publication.,"The paper would be strengthened by a clearer demonstration of originality or by discussing how this work advances the field, which is important for suitability in a publication.",MeEBu3Tt4zT
"Unfortunately, the paper does not even attempt to analyze why the proposed implementation works faster, what are the bottlenecks, and what are the avenues for improvement.","The paper could be improved by including an analysis of why the proposed implementation offers speed improvements, identifying potential bottlenecks, and suggesting avenues for future enhancements.",MeEBu3Tt4zT
The contributions in this work are not quite promising.,The contributions of this work could be further strengthened and more clearly highlighted to showcase their significance.,WEdl0dkAmP
Thus Theorem2 can be not be considered as the contribution of this work.,"Theorem 2 appears to overlap with well-established results in optimal transport works, and it would be beneficial to clarify its unique contributions within this context.",WEdl0dkAmP
Another drawback is that experiment in this work is very weak.,"The experimental section could be strengthened by including additional datasets, such as SHREC2010 or SHREC2014, to provide a more comprehensive validation of the proposed method.",WEdl0dkAmP
There are only three dataset tested in this work. It's not quite convincing.,Expanding the number of datasets tested could enhance the convincing power of the results and provide a more robust evaluation of the proposed method.,WEdl0dkAmP
"I cannot recognize the merits of this work compared with previous papers, such as: Large Scale computation of Means and Clusters for Persistence Diagrams using Optimal Transport.","It would be helpful to more explicitly compare the merits of this work with key previous papers, such as 'Large Scale computation of Means and Clusters for Persistence Diagrams using Optimal Transport', to better understand its unique contributions.",WEdl0dkAmP
"The authors did not provide any responses, so I decreased the scores.","As the authors did not provide a response, I have adjusted the scores accordingly.",5raflgxMmIm
"Not to be too glib, but I should hope so!","As expected, HCM outperforms a basic RNN, especially with increasing levels of hierarchy, which is a promising result.",dii89aXe-V7
The motivation of this work is problematic or unconvincing.,The motivation of this work could be strengthened and made more convincing.,fdNBTmdwM_
The contribution of this paper is also marginal.,"The contribution of this paper could be more clearly articulated, especially in the context of existing literature.",fdNBTmdwM_
The evaluation is rather flawed.,The evaluation could be improved by addressing certain methodological concerns.,fdNBTmdwM_
"Unfortunately the paper's notationleaves something to be desired, as it fails to concretely define the metric.","The paper could benefit from a clearer definition of the metric, which would help in understanding the evaluation methodology more concretely.",Hye-MhpZT7
"However the authors do not explain their attack very well, their definition of the performance metric is not sufficiently formal, and their evaluation methodology is weak.","The authors could improve the paper by providing a more detailed explanation of their attack, formalizing the definition of the performance metric, and strengthening the evaluation methodology.",Hye-MhpZT7
"Since evaluation methodology is the central point of the paper, this is a serious weaknes.","Given that the evaluation methodology is central to the paper, further development in this area would significantly enhance the work.",Hye-MhpZT7
"Finally, there doesn't seem to be a lot of connection with the conference's topic.","Additionally, it would be beneficial to clarify how the paper's contributions relate to the main themes of the conference.",Hye-MhpZT7
"Unfortunately, beyond rather obvious approximation results, the paper does not get major mileage out of this idea.","While the paper presents some approximation results, it would be beneficial to see further exploration and applications of this idea to demonstrate its full potential.",SJ2P_-YgG
"Unfortunately, this was not done. I suspect that in this case, the results would be very similar.","It would be informative to include a comparison with neural networks trained on a dimension-reduced version of the data, such as the first fixed number of PCA components, to provide a more comprehensive evaluation of the method's performance.",SJ2P_-YgG
I would suspect that this method is not superior to this simpler baseline.,"It would be beneficial to compare this method with simpler baselines, such as k-NN normalized by cluster variance, to clearly establish its advantages.",ryht5AYlM
"Unfortunately, I think it lacks a strong selling point as most of the proposed insights are not novel enough.","While the paper is methodologically sound, it would benefit from a clearer articulation of its unique contributions, as some of the insights appear to overlap with existing literature.",m_syxD6G3u9
I believe the method can not necessarily disentangle correlations in the data.,It would be valuable to explore how the method might disentangle correlations in the data more effectively.,BNxxvrMexGc
"It is unclear how a small sample size, such as the one used for all the cities, can be utilized to derive the confidence interval and make any valid claims.","The authors may want to elaborate on the methodology used to derive confidence intervals from the small sample size, to strengthen the validity of the claims made.",OLCYPVZAmhN
You simply assume what you want in order to achieve the convergence result.,The assumption of the \\(gamma\\)-optimization principle in Definition 1 appears to be quite strong. Could you provide further justification for this assumption or discuss its feasibility in the context of achieving the convergence result?,H1gGrehCOr
I think the paper still needs lots of work to be ready. Theoretical result is not strong and the numerical experiments are not convincing.,The paper could benefit from further development to strengthen the theoretical results and provide more compelling numerical experiments.,H1gGrehCOr
I do not support the publication for this paper at the current state.,I believe that the paper is not yet ready for publication in its current form and would benefit from additional work and revisions.,H1gGrehCOr
This reasoning makes little sense with little logic.,The reasoning presented could benefit from additional clarification and logical support.,KRD0zkNQEmJ
"In conclusion, the proposed theory makes little sense and is also over-claimed. The whole study is neither theoretical nor logical.","In conclusion, the proposed theory could be more rigorously substantiated, and the claims made may require further theoretical and logical evidence.",KRD0zkNQEmJ
"In general, the presentation of this paper is poor.",The presentation of the paper could be improved for better clarity and understanding.,KRD0zkNQEmJ
"However, in this paper, the author fails to clearly justify why the proposed parametric loss $w$ can effectively solve this problem.","However, in this paper, the justification for why the proposed parametric loss $w$ can effectively solve the problem could be made clearer.",DGzYVuzXJb
The selected Taylor Polynomial representation is wired and lacks motivation.,The choice of the Taylor Polynomial representation is unconventional and could benefit from additional motivation.,DGzYVuzXJb
The experimental settings in the single DG are also wired.,The experimental settings in the single DG are also unconventional.,DGzYVuzXJb
But this work seems somewhat preliminary.,"While this work is a promising start, it appears to be in the early stages and could benefit from further development.",8zXCZjK1rZ7
But I am not persuaded that this work solves the architecture search problems in any meaningful way.,"I am not yet convinced of the extent to which this work addresses the challenges of architecture search, and I look forward to seeing more evidence of its impact in this area.",8zXCZjK1rZ7
"The authors mention that the work seeks to overcome the limitations of training very deep networks. However, the ResNet50 (the deepest model in experiments) is not deep enough. Usually, it is easy to converge.","While the authors aim to address the limitations of training very deep networks, it would be beneficial to include models deeper than ResNet50 in the experiments, as ResNet50 is generally known for its ease of convergence.",e65ePnScK6N
I am currently leaning towards a slightly negative score but would like to see the authors' responses and other reviewer's comments.,"I am currently inclined to give a cautious score, pending further clarification from the authors and insights from other reviewers' comments.",e65ePnScK6N
"Unfortunately, I cannot honestly change my general opinion about the acceptance of the paper.","While the manuscript has been clarified, my overall assessment regarding the paper's acceptance remains unchanged.",xxBo_y5ncg
"I wonder if I could be deeply confused, and tried to challenge my understanding given the comments made and the improvement. I couldn't.","I have considered the possibility that I may have misunderstood the paper, and despite reviewing the comments and improvements, my understanding remains the same.",xxBo_y5ncg
It seems unlikely that out of 500 randomly sampled tweets exactly 50.0% were positive and negative.,Could you please provide more details on the sampling process? The exact 50.0% split between positive and negative tweets in a random sample seems statistically unusual and may benefit from further clarification.,BklMqjW_F4
The findings from Section 2 may not be surprising enough to warrant two full pages.,"The findings from Section 2, while interesting, could potentially be presented more succinctly without allocating two full pages.",H1exfgYCYB
"I vote to ""weak reject"" this paper. The paper discusses interesting ideas, but other ICLR submissions present deeper and more novel material, and there appears to be some (unintentional, I believe) overlap with already-published work.","My recommendation is a ""weak reject"" for this paper. While the paper discusses interesting ideas, it would benefit from a deeper exploration of the novel aspects, especially considering the competitive nature of ICLR submissions and the potential overlap with previously published work, which I assume is unintentional.",H1exfgYCYB
The novelty of the semantically-adaptive upsampling is limited.,"The novelty of the semantically-adaptive upsampling could be further delineated, especially in relation to prior work such as SPADE and CC-FPSE.",0aRleGLPEHb
The visual results do not seem to be significantly better than previous methods.,It would be beneficial if the authors could provide more evidence or quantitative analysis to demonstrate the superiority of the visual results compared to previous methods.,0aRleGLPEHb
"Since the authors did not provide feedback to our reviews, I would change my score from 5 to 4.","I would appreciate the authors' feedback on our reviews to better understand the approach and its implications, which could potentially influence my scoring.",0aRleGLPEHb
The contributions does not seem to be very strong.,The contributions could be further strengthened or more clearly highlighted to showcase their significance.,tAtpqJuUTwg
The improvement with respect to the Differentially Private seems to be minor over the previous work.,"The improvement in the context of Differentially Private methods appears to be incremental when compared to previous work, and it would be beneficial to discuss the advancements in more detail.",tAtpqJuUTwg
"As is, the two contributions stated in the introduction are both obvious and not particularly significant",The contributions stated in the introduction could be articulated more clearly to emphasize their novelty and significance.,ryxyH98XYr
"Overall, I find it very difficult to absorb the huge amount of results and find the analysis not well presented.",The paper presents a large volume of results which could benefit from a more streamlined presentation and clearer analysis to enhance readability and comprehension.,ryxyH98XYr
the paper itself is a strong rejection.,I recommend rejection of the paper based on the concerns outlined.,r1ehpIDThX
"In general the paper does a poor job of distinguishing between the Shwartz-Ziv & Tishby paper and the rest, but this is a distinction that should be maintained.",The paper could benefit from a clearer distinction between the Shwartz-Ziv & Tishby paper and other related work.,r1ehpIDThX
Here too the paper falls flat.,The paper could be improved by addressing this aspect more thoroughly.,r1ehpIDThX
"The experiments are extremely lacking, not only are any of their cited alternatives compared, they don't compare to what would be an equivalent network to their but where they did utilize the noise at every layer and actually made the network stochastic.",The experimental section could be strengthened by including comparisons with the cited alternatives and an equivalent network that utilizes noise at every layer.,r1ehpIDThX
Just plugging in the Discriminator for the objective (equation (7)) is flawed.,The approach of using the Discriminator for the objective (equation (7)) may need further justification or refinement.,r1ehpIDThX
"According to my understanding, iterative decoding will significantly increases the computational costs (roughly x number of intermediate steps). This could be a significant drawback but is not mentioned in the paper.","It would be beneficial for the paper to discuss the potential increase in computational costs due to iterative decoding, as this could be an important consideration for readers.",BImZlrLdOIb
"As shown in the CFQ dataset, the proposed only works in cases where intermediate steps can be clearly defined. However, in most cases it is not the case, therefore is unclear whether the proposed method can generalize to many tasks. Therefore the application of the method can be quite limited.","The paper could be strengthened by exploring the applicability of the proposed method beyond cases with clearly defined intermediate steps, as this would provide a better understanding of its potential for generalization to various tasks.",BImZlrLdOIb
"Firstly, the writing is too verbose and vague without clarifying the details and there are too many references to Laflaquiere et al.","I suggest that the authors aim for more concise writing and provide clearer details, particularly in areas where references to Laflaquiere et al. are frequent.",r1xp--ns2m
"Despite it being a very interesting topic, due to theoretical concerns outlined above, I cannot recommend the paper for acceptance.","Although the topic is intriguing, I believe addressing the theoretical concerns mentioned is crucial before I can recommend the paper for acceptance.",r1xp--ns2m
This seems to indicate that ReNode doesn't really address imbalance much better than other proposed approaches (e.g. consider Table 3).,"The data suggests that the performance gains with ReNode are modest when compared to other approaches. It would be beneficial to see a more detailed comparison with these methods, perhaps including additional baselines in Table 3 that consider both kinds of imbalance.",qtP-eFDf87S
"but quite frankly, I don't know if I believe this -- GAT (as the most parameterized model) is much more capable of overfitting.","The assertion that GAT is the least sensitive to topological imbalance warrants further investigation, especially considering its capacity for overfitting due to being a highly parameterized model. It would be helpful to ensure that the hyper-parameters for all models are thoroughly optimized for each imbalance setting.",qtP-eFDf87S
"It would have been better if the methods were well-calibrated first before running the evaluation, or at least the authors have discussed this point in this discussion and conclusion.","I recommend that future work includes calibration of the methods prior to evaluation, or at least a discussion of calibration in the paper's discussion and conclusion sections.",8q0mVZKVyt7
"But despite the ugly math, the results seem to be equivalent to a heuristically-shrunk alpha_t for AdaBoost.","However, the mathematical complexity does not seem to translate into a significant difference from a heuristically-shrunk alpha_t for AdaBoost.",HJlClhzCtS
(4) Writing needs improvement. Many of the parts contains unnecessarily ugly math notations without motivation.,The writing could be improved by simplifying the mathematical notations and providing clearer motivations for their use.,HJlClhzCtS
"Hence, I have to reject this paper, due to the duplicate submission.","Therefore, I must recommend rejection of this paper on the grounds of duplicate submission.",4HncdD-lsNg
The novelty and technical contribution is low.,The novelty and technical contribution could be further highlighted or enhanced to better distinguish the work from existing self-training strategies.,SknKUAteG
"Examples don't feel like full-fledged machine learning examples, where you  tune your learning algorithm on the validation set, as well as the example weights (their approach).","It would be beneficial to see examples that include tuning the learning algorithm on the validation set, in addition to the example weights, to better reflect common machine learning practices.",Byg37fo2hm
I think not discussing or investigating this makes the examples feel a little bit more like toys.,Discussing and investigating the application of various ML methods and hyperparameter settings could enhance the practical relevance of the examples presented.,Byg37fo2hm
"The authors just utilize an existing optimization framework ADMM to relax nonconvex problems into convex ones, which lead to analytic solutions.","The authors have applied the existing optimization framework ADMM to relax nonconvex problems into convex ones, resulting in analytic solutions, and it would be beneficial to discuss how this application differs from previous work.",C8TUrdt2Kt
"As they mentioned, several papers consider similar ideas, but the difference seems subtle.",The authors mention that several papers consider similar ideas; it would be helpful to more clearly delineate the distinctions and contributions of the current work.,C8TUrdt2Kt
So it is difficult to reproducible experimental results.,"To facilitate reproducibility, it would be helpful if the authors could provide more details on the experimental setup, including architectures and hyperparameter settings.",C8TUrdt2Kt
But the current results seem acceptable for a workshop.,"While the current results are suitable for a workshop setting, further refinement and comparison with alternative methods could enhance the paper's contribution.",ZkLYcCndgEm
"In its current state, there's not much insight to be gained from the experiments nor a new method that can be used in practice.","While the experiments provide a foundation, further work could enhance the practical applicability of the methods and offer more substantial insights.",FKOHLRGVfw
"However, this paper missed a lot important references.","However, the paper could be strengthened by including additional key references such as MaliGAN, TextGAN, etc.",B1xIAMv8Yr
"Therefore, I think this work is lack of novelty, and still need more time to work on.","Therefore, to enhance the novelty of the work, it would be beneficial to further develop the proposed methods and differentiate them from existing approaches like Symmetric VAE.",B1xIAMv8Yr
"Since the authors are trying to address a problem that does not actually exist, I am not sure what the contributions of the paper are.",It appears that the authors may have mischaracterized the problem they are aiming to solve. Clarification on the novelty and contributions of their approach would be beneficial.,SJcdJ0tez
"Given the points outlined above and the fact that the paper is hard to read and is excessively long, I do not believe it should be accepted.","Considering the issues mentioned, I would recommend a revision to improve readability and conciseness before reconsidering the paper for acceptance.",SJcdJ0tez
I do not think this paper has made a lot of contribution to either differential privacy or active learning.,The paper could benefit from a clearer demonstration of its contributions to differential privacy and active learning.,ryxQH_TlsH
"It just ""borrows"" some fine-tuning techniques from active learning and apply it in DP.",The paper might explore more original applications of fine-tuning techniques from active learning within the context of DP.,ryxQH_TlsH
There is almost no theoretical contribution made by this paper.,The paper could be strengthened by including more theoretical analysis to support its findings.,ryxQH_TlsH
"Since this amount of noise is non-trivial at all, I can not judge the effectiveness of the algorithm.",A more detailed analysis of the noise impact could enhance the assessment of the algorithm's effectiveness.,ryxQH_TlsH
Lack of novelty.,The paper could benefit from a clearer demonstration of its novel contributions beyond the combination of existing techniques.,_oyaIfM066f
Experiments are not great enough to show the effectiveness of the full pipeline.,The experiments could be strengthened to more convincingly demonstrate the effectiveness of the full pipeline.,_oyaIfM066f
"I don't think they are enough to reach the bar of ICLR, so I vote for rejection.","In its current form, the paper may not meet the criteria for acceptance at ICLR, and I would recommend further development before resubmission.",_oyaIfM066f
"3 seeds is a very small number. I know that very few works present much more than this, but I think it is bad practice.","While using 3 seeds is common, increasing the number to 10 or more could enhance the robustness of the results and is recommended as a best practice.",wQxtExoy4lz
"Overall, the paper is very hard to read, as different concepts and terminology appear all over the place without a precise definition (see comments below).",The paper could benefit from a clearer structure and more precise definitions of concepts and terminology to enhance readability.,BkeqaMZJ5S
"I do not think that this will be feasible to do, even for small-scale real-world neural networks, simply due to the difficulty of finding a suitable grid, let alone the vast number of function evaluations involved.",The feasibility of this approach for small-scale real-world neural networks may be challenging due to the difficulty of grid selection and the extensive number of function evaluations required.,BkeqaMZJ5S
"The more theoretical part is too convoluted and, from my perspective, just a restatement of earlier results.",The theoretical sections could be streamlined for clarity and should distinguish more clearly how they build upon or differ from previous results.,BkeqaMZJ5S
"I'm assuming the authors were not aware of this paper, as they did not cite it.","It would be beneficial for the authors to consider referencing De Fauw et al., 2019, as it presents closely related work and was available at the time of this submission.",S1xrQYsfq4
"The authors' assumption in Assumption 3.1 is too fuzzy: instead of detailed analysis in the papers related to the overparameterized network, the author does not give ANY relationship between the 
",The clarity of Assumption 3.1 could be improved. A more detailed analysis or explicit relationship between the parameters mentioned could strengthen the paper.,S1gJmHhziH
"Therefore, according to the too strong and fuzzy assumption mentioned in the last point, Assumption 3.1 simply makes the network equals to the linear model, which leads to minor contributions according to the study of the overparameterized network.","The implications of Assumption 3.1 may be worth revisiting, as it appears to simplify the network to a linear model, which could limit the perceived novelty or contribution of the study.",S1gJmHhziH
"In conclusion, I am convinced that the authors' work is over-claimed in this paper.","In conclusion, it may be beneficial for the authors to consider tempering some of the claims to more closely align with the presented evidence.",S1gJmHhziH
The experiments didn't show the superiority of the proposed method.,The experiments could be strengthened by demonstrating the superiority of the proposed method more clearly.,Y9SPZBTcrDA
"This'd be a unfair comparison, and sequential methods should be included if DR uses RNN and sequential actions for training.","To ensure a fair comparison, it would be beneficial to include sequential methods, especially if DR employs RNN and sequential actions for training.",Y9SPZBTcrDA
I find the explanation that this is based on economic players and economic empirical studies quite vague.,The explanation drawing on economic players and empirical studies could be clarified and elaborated upon for better understanding.,PvGh73wfAD3
The values are quite important and not being precise will make it hard to reproduce the results.,Ensuring precision in the values is crucial for the reproducibility of the results.,PvGh73wfAD3
The choice of \psi through cross-validation also appears vague.,The method for selecting \psi via cross-validation could be described more clearly to enhance the paper's clarity.,PvGh73wfAD3
Different psi can have arbitrarily different performance and I cannot tease out any performance discussion clearly.,A more detailed analysis of how different psi values affect performance would enhance the discussion of the empirical results.,PvGh73wfAD3
It would be beneficial for the authors to release code or add training details to the appendix as the results seem to be irreproducible in its current form.,"To enhance the reproducibility of the results, I recommend the authors to release the code or include more detailed training information in the appendix.",INPiNBJw2
It seems the topic of this paper does not fit ICLR and most machine learning researchers are unlikely to be interested in and even understand this paper.,"The relevance of this paper's topic to the ICLR audience may not be immediately clear, and it could benefit from a discussion on its broader appeal to machine learning researchers.",SkghvLwZ9H
But my impression is that achieving speed up using existing MLIR framework has no surprising novelty.,The paper could further emphasize the innovative aspects of the speed improvements achieved through the MLIR framework to highlight its novelty.,SkghvLwZ9H
This paper is technically flawed.,There are some technical issues in the paper that need to be addressed.,rJl5OkRLnm
The MAJOR ERROR is that (1) is NOT equivalent to (3).,"A significant concern is that equation (1) is not equivalent to (3), which needs further investigation.",rJl5OkRLnm
It does not make sense at all.,"This approach seems to be incorrect, and it would be beneficial to re-evaluate the derivation of equation (3).",rJl5OkRLnm
I suspect that the generalization proposed in this work does not lead to include additional interesting losses.,It would be beneficial for the paper to further explore and clarify how the proposed generalization could encompass a broader range of interesting loss functions.,wsS232r33Tz
It is not even clear whether the theory applies to the setting used in the experiments.,The connection between the theoretical framework and the experimental setting could be made more explicit to strengthen the paper.,wsS232r33Tz
"While the algorithm designed in this paper sounds interesting, it does not appear to be sufficiently novel.","While the algorithm designed in this paper is interesting, its novelty could be further highlighted, especially in the context of existing research in the field.",JKzEwqt4J3C
It is not easy to draw any solid conclusion based on the results obtained from these benchmark problems.,Drawing firm conclusions from the results of the limited benchmark problems is challenging and could benefit from a broader data set.,JKzEwqt4J3C
"Does that mean that the new algorithm cannot be applied to any real-world problems? If so, what is the practical value of the new algorithm?",It would be beneficial to clarify if the new algorithm can be applied to real-world problems and to discuss its practical value in such contexts.,JKzEwqt4J3C
"In fact, the authors claimed that the new algorithm can converge to the optimal solution on Swimmer-v2. However, it is not clear what the optimal solution is and how the optimal solution is obtained.",The paper would be strengthened by a clearer explanation of what constitutes the optimal solution on Swimmer-v2 and the method by which it is obtained.,JKzEwqt4J3C
"But certain sections in the paper (Methodology, Nature Run for Observing System Simulations, Orbital Mechanics and Attitude Control) are slightly tedious to follow and diverts attention from crux of the paper.","However, certain sections of the paper, such as Methodology, Nature Run for Observing System Simulations, Orbital Mechanics, and Attitude Control, could be made more concise to maintain focus on the central theme of the paper.",r1eF8AL5jN
"This paper should be rejected because (1) the paper only provides some empirical results on freezing network network weights, I don't think there are much insights and useful information;","While the paper provides empirical results on freezing network weights, it would be beneficial to see more in-depth analysis and insights to enhance the paper's contribution to the field.",SkgTDt7pYS
"the approach consists of several steps, while it is not really clear whether they are needed.",It would be helpful if the authors could clarify the necessity of each step in the approach.,vTl9gv-9m-2
"the authors wrote that the results are significantly better, no test, p-value given",The authors should provide statistical tests and p-values to substantiate the claim that the results are significantly better.,vTl9gv-9m-2
However the experiments are essentially based on simulated data.,"While the experiments provide valuable insights, it would be beneficial to see how the model performs with real-world data.",B1eEz8qRKH
"I like the main concept of this paper, but I really can not recommend it for publication at this time","While I appreciate the main concept of this paper, I believe it requires further refinement before I can recommend it for publication.",coFUd2X0s9
"However, I think the novelty of the proposed NAM is not that significant.","However, while the proposed NAM introduces some novel aspects, it may benefit from further exploration to fully highlight its innovative contributions.",Uh-5wh-565
"I don't see how the proposed NAM can be more generalized to other areas, where the input feature is of high-dimension and requires more complex understanding.","It would be beneficial for the paper to explore and discuss potential generalization of the proposed NAM to other areas, particularly where input features are high-dimensional and require a more complex understanding.",Uh-5wh-565
"The approach seems to be only applicable in situations where it is possible to place the agent in arbitrary locations in the environment, which may not be possible in many difficult reinforcement learning tasks.","The applicability of the approach may be limited to scenarios where agents can be positioned in arbitrary locations within the environment, which could be challenging for certain complex reinforcement learning tasks.",LZiBR8f0Ni
"Unfortunately, I believe the approach to be fundamentally flawed.","While the approach is innovative, there may be some fundamental challenges to address.",ruWgIHUqwWq
